"Date","T_treatment","chamber_type","GPP","Ra","LA","GPP_SE","Ra_SE","LA_SE","RM","RM_SE","LM","WM","LM_SE","WM_SE","litter","litter_SE","TNC_tot","TNC_tot_SE","TNC_leaf","TNC_leaf_SE","TNC_wood","TNC_wood_SE","TNC_root","TNC_root_SE","BMratio","SMratio","BMratio_SE","SMratio_SE","FRratio","IRratio","CRratio","BRratio","FRratio_SE","IRratio_SE","CRratio_SE","BRratio_SE","Rd.foliage.mean","Rd.stem.mean","Rd.branch.mean","Rd.fineroot.mean","Rd.intermediateroot.mean","Rd.coarseroot.mean","Rd.boleroot.mean","Treatment"
2014-02-18,"ambient","drought",46.660513594419,12.2617270200484,13.7067325075433,8.62368691857624,1.33910447734114,3.24544495538774,887.248539933893,326.162597986352,909.847554272384,1747.76247278934,286.819540298093,272.577502284903,0.048,0.0048,NA,NA,NA,NA,NA,NA,NA,NA,0.156145451981723,0.843854548018277,0.00922983461261243,0.00922983461261244,0.299072275033442,0.308770568489053,0.175404834669998,0.216738622500968,0.015786390497443,0.0147137482021923,0.0152519364998276,0.0131071502902555,0.00759956190508924,0.00114976952083514,0.00233050815968209,0.00780330621130048,0.00427741606147115,0.002344684120743,0.00115676331224869,"ambient drought"
2014-02-18,"ambient","watered",55.1375107278591,13.5444538662104,14.1905864736208,8.10902448438333,1.42833438200911,1.78126646250274,817.117930991547,53.6552003339841,992.164566895414,2085.40034003487,178.167196922265,179.570924722307,0.048,0.0048,NA,NA,NA,NA,NA,NA,NA,NA,0.156145451981723,0.843854548018277,0.00922983461261243,0.00922983461261244,0.299072275033442,0.308770568489053,0.175404834669998,0.216738622500968,0.015786390497443,0.0147137482021923,0.0152519364998276,0.0131071502902555,0.00759956190508924,0.00114976952083514,0.00233050815968209,0.00780330621130048,0.00427741606147115,0.002344684120743,0.00115676331224869,"ambient watered"
2014-02-18,"elevated","drought",53.5213549137698,13.0377781267185,20.3810372904485,5.90407587441086,2.17650703481404,3.25576488207056,838.677787354558,280.555901857028,1303.80274718047,2583.37591506223,189.48270487345,362.744553503317,0.048,0.0048,NA,NA,NA,NA,NA,NA,NA,NA,0.156145451981723,0.843854548018277,0.00922983461261243,0.00922983461261244,0.299072275033442,0.308770568489053,0.175404834669998,0.216738622500968,0.015786390497443,0.0147137482021923,0.0152519364998276,0.0131071502902555,0.00802568686105454,0.00146831327250728,0.00232726206448994,0.00954120461160863,0.0046248688386968,0.00224179363569297,0.00141438963825148,"elevated drought"
2014-02-18,"elevated","watered",59.2579061883216,15.1494908088023,19.8179759120131,11.0589658297437,2.75664786452071,2.29580708681573,1112.31540507488,284.543253996896,1222.8825490331,2613.67710028897,239.298734246515,417.198046737881,0.048,0.0048,NA,NA,NA,NA,NA,NA,NA,NA,0.156145451981723,0.843854548018277,0.00922983461261243,0.00922983461261244,0.299072275033442,0.308770568489053,0.175404834669998,0.216738622500968,0.015786390497443,0.0147137482021923,0.0152519364998276,0.0131071502902555,0.00802568686105454,0.00146831327250728,0.00232726206448994,0.00954120461160863,0.0046248688386968,0.00224179363569297,0.00141438963825148,"elevated watered"
2014-02-19,"ambient","drought",15.2248686261452,10.5618795216444,13.7614878962274,2.24287196170495,1.31965650909844,3.23069951909168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155888773900754,0.844111226099246,0.00924012185847826,0.00924012185847826,0.297243134395517,0.308053234084916,0.17654382710292,0.218146016153571,0.0157329290802116,0.0146533215752515,0.0153509750485277,0.0131922616557766,0.0075884586620518,0.00114658402565399,0.0023240513677966,0.00823829317694269,0.00451585604870043,0.00247538603137602,0.00122124584689953,"ambient drought"
2014-02-19,"ambient","watered",13.5235990233023,11.6596622677516,14.2702782827893,2.14842388422521,1.62280373911056,1.80078610812241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155888773900754,0.844111226099246,0.00924012185847826,0.00924012185847826,0.297243134395517,0.308053234084916,0.17654382710292,0.218146016153571,0.0157329290802116,0.0146533215752515,0.0153509750485277,0.0131922616557766,0.0075884586620518,0.00114658402565399,0.0023240513677966,0.00823829317694269,0.00451585604870043,0.00247538603137602,0.00122124584689953,"ambient watered"
2014-02-19,"elevated","drought",19.2016723864759,11.9310932537839,20.514823210647,1.52897277481893,2.01535702996845,3.30435244819002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155888773900754,0.844111226099246,0.00924012185847826,0.00924012185847826,0.297243134395517,0.308053234084916,0.17654382710292,0.218146016153571,0.0157329290802116,0.0146533215752515,0.0153509750485277,0.0131922616557766,0.00801144567054279,0.00146282308470203,0.00231856017093269,0.00981414914450067,0.00475717211865467,0.00230592446001154,0.00145485097776308,"elevated drought"
2014-02-19,"elevated","watered",20.2598469317345,13.3030412137089,19.9019901045408,4.02198661513304,1.93166753468846,2.29329619003734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.155888773900754,0.844111226099246,0.00924012185847826,0.00924012185847826,0.297243134395517,0.308053234084916,0.17654382710292,0.218146016153571,0.0157329290802116,0.0146533215752515,0.0153509750485277,0.0131922616557766,0.00801144567054279,0.00146282308470203,0.00231856017093269,0.00981414914450067,0.00475717211865467,0.00230592446001154,0.00145485097776308,"elevated watered"
2014-02-20,"ambient","drought",42.8906776964006,10.8590924091201,13.8165491609061,8.60494205187977,1.42367841540906,3.21601304824536,NA,NA,NA,NA,NA,NA,NA,NA,267.039018436576,6.68071447507263,133.305379654421,3.33500019838436,56.0903584608307,1.40325437037316,77.643280321324,1.94245990631512,0.155632095819785,0.844367904180215,0.00925040910434408,0.00925040910434408,0.295413993757592,0.307335899680779,0.177682819535842,0.219553409806175,0.0156794676629803,0.0145928949483108,0.0154500135972279,0.0132773730212978,0.00817674500696945,0.0012927244823733,0.00262026858409281,0.00851556948034715,0.00466784625407389,0.00255870012005157,0.00126234932873774,"ambient drought"
2014-02-20,"ambient","watered",58.5013845588113,10.9874723418738,14.3504946287979,12.0750047969686,1.58532944634971,1.82036170670515,NA,NA,NA,NA,NA,NA,NA,NA,285.115667191844,6.80673194058854,142.329208978348,3.39790788199568,59.8872781558989,1.42972377868097,82.899180057597,1.9791002799119,0.155632095819785,0.844367904180215,0.00925040910434408,0.00925040910434408,0.295413993757592,0.307335899680779,0.177682819535842,0.219553409806175,0.0156794676629803,0.0145928949483108,0.0154500135972279,0.0132773730212978,0.00817674500696945,0.0012927244823733,0.00262026858409281,0.00851556948034715,0.00466784625407389,0.00255870012005157,0.00126234932873774,"ambient watered"
